Member_number,Date,itemDescription,year,month,day,day_of_week
3282,2014-12-05,yogurt,2014,12,5,4
4272,2014-06-23,other vegetables,2014,6,23,0
1821,2014-01-13,coffee,2014,1,13,0
1524,2014-06-02,whipped/sour cream,2014,6,2,0
3849,2014-02-07,berries,2014,2,7,4
2964,2014-04-02,candy,2014,4,2,2
1506,2014-10-23,long life bakery product,2014,10,23,3
1682,2014-09-09,other vegetables,2014,9,9,1
3458,2014-12-23,other vegetables,2014,12,23,1
1248,2014-01-02,chicken,2014,1,2,3
4330,2014-05-13,beef,2014,5,13,1
4493,2014-05-05,other vegetables,2014,5,5,0
3222,2014-03-12,other vegetables,2014,3,12,2
1567,2014-08-13,onions,2014,8,13,2
2866,2014-04-16,curd,2014,4,16,2
3749,2014-07-09,organic sausage,2014,7,9,2
2034,2014-12-22,meat,2014,12,22,0
3789,2014-01-13,bottled water,2014,1,13,0
2514,2014-03-01,soda,2014,3,1,5
3315,2014-01-21,frozen meals,2014,1,21,1
4951,2014-10-27,root vegetables,2014,10,27,0
2908,2014-03-28,organic sausage,2014,3,28,4
3439,2014-06-12,white bread,2014,6,12,3
2661,2014-05-12,other vegetables,2014,5,12,0
3609,2014-12-08,soda,2014,12,8,0
1165,2014-01-04,beef,2014,1,4,5
1212,2014-03-06,tropical fruit,2014,3,6,3
1921,2014-11-06,root vegetables,2014,11,6,3
3203,2014-04-04,pastry,2014,4,4,4
4984,2014-07-06,pastry,2014,7,6,6
4254,2014-12-25,shopping bags,2014,12,25,3
3584,2014-03-07,meat,2014,3,7,4
4008,2014-12-18,tropical fruit,2014,12,18,3
2512,2014-09-28,whole milk,2014,9,28,6
1034,2014-05-13,tropical fruit,2014,5,13,1
2174,2014-07-31,other vegetables,2014,7,31,3
4667,2014-08-31,soda,2014,8,31,6
1908,2014-08-21,pip fruit,2014,8,21,3
2781,2014-04-10,newspapers,2014,4,10,3
4073,2014-01-30,UHT-milk,2014,1,30,3
2193,2014-11-09,pip fruit,2014,11,9,6
1980,2014-11-21,white bread,2014,11,21,4
4226,2014-11-27,chocolate,2014,11,27,3
1508,2014-04-25,brown bread,2014,4,25,4
4187,2014-04-19,pip fruit,2014,4,19,5
1793,2014-12-14,frozen vegetables,2014,12,14,6
3160,2014-01-14,red/blush wine,2014,1,14,1
3186,2014-11-12,hard cheese,2014,11,12,2
3268,2014-04-05,root vegetables,2014,4,5,5
4084,2014-11-28,tidbits,2014,11,28,4
3854,2014-12-27,coffee,2014,12,27,5
2801,2014-07-17,sausage,2014,7,17,3
3283,2014-08-31,packaged fruit/vegetables,2014,8,31,6
2549,2014-06-28,beef,2014,6,28,5
4707,2014-10-06,whole milk,2014,10,6,0
3828,2014-05-16,whole milk,2014,5,16,4
2946,2014-09-29,canned vegetables,2014,9,29,0
2156,2014-02-15,soda,2014,2,15,5
2215,2014-09-15,whole milk,2014,9,15,0
4666,2014-11-26,bottled beer,2014,11,26,2
3428,2014-05-03,other vegetables,2014,5,3,5
4736,2014-04-25,pastry,2014,4,25,4
1726,2014-03-14,bottled beer,2014,3,14,4
3731,2014-02-11,hard cheese,2014,2,11,1
2869,2014-08-11,cream cheese ,2014,8,11,0
3632,2014-11-06,oil,2014,11,6,3
3069,2014-04-04,canned beer,2014,4,4,4
4180,2014-02-08,bottled beer,2014,2,8,5
2743,2014-02-26,tropical fruit,2014,2,26,2
4966,2014-12-30,soda,2014,12,30,1
4914,2014-04-15,root vegetables,2014,4,15,1
2100,2014-05-13,condensed milk,2014,5,13,1
4045,2014-11-02,pastry,2014,11,2,6
4594,2014-07-13,onions,2014,7,13,6
3237,2014-04-08,other vegetables,2014,4,8,1
2515,2014-10-22,other vegetables,2014,10,22,2
2825,2014-06-05,photo/film,2014,6,5,3
1095,2014-06-08,pickled vegetables,2014,6,8,6
2877,2014-06-13,frozen meals,2014,6,13,4
3851,2014-06-05,other vegetables,2014,6,5,3
2552,2014-02-19,other vegetables,2014,2,19,2
4550,2014-11-20,sausage,2014,11,20,3
3797,2014-01-01,waffles,2014,1,1,2
4630,2014-06-29,grapes,2014,6,29,6
1946,2014-08-03,whole milk,2014,8,3,6
1803,2014-09-24,soft cheese,2014,9,24,2
1504,2014-12-24,root vegetables,2014,12,24,2
4320,2014-02-17,whole milk,2014,2,17,0
3384,2014-08-03,dessert,2014,8,3,6
2256,2014-02-08,beef,2014,2,8,5
2794,2014-07-23,yogurt,2014,7,23,2
1389,2014-04-29,other vegetables,2014,4,29,1
4573,2014-11-03,other vegetables,2014,11,3,0
1698,2014-01-17,yogurt,2014,1,17,4
1856,2014-01-29,newspapers,2014,1,29,2
1702,2014-02-26,other vegetables,2014,2,26,2
2138,2014-02-18,pip fruit,2014,2,18,1
4217,2014-06-20,pastry,2014,6,20,4
2419,2014-07-26,liver loaf,2014,7,26,5
2701,2014-04-30,chocolate marshmallow,2014,4,30,2
1061,2014-05-19,beef,2014,5,19,0
4671,2014-07-14,curd,2014,7,14,0
4370,2014-06-06,sausage,2014,6,6,4
2055,2014-07-11,brown bread,2014,7,11,4
1646,2014-03-14,butter,2014,3,14,4
3511,2014-09-09,napkins,2014,9,9,1
3164,2014-09-16,dessert,2014,9,16,1
2957,2014-12-21,bottled water,2014,12,21,6
4876,2014-03-25,whipped/sour cream,2014,3,25,1
1931,2014-06-25,other vegetables,2014,6,25,2
1639,2014-08-21,long life bakery product,2014,8,21,3
2232,2014-01-10,beef,2014,1,10,4
3063,2014-07-27,root vegetables,2014,7,27,6
3486,2014-12-09,soap,2014,12,9,1
3347,2014-10-01,coffee,2014,10,1,2
1294,2014-12-22,whipped/sour cream,2014,12,22,0
3982,2014-10-30,pip fruit,2014,10,30,3
3903,2014-02-20,root vegetables,2014,2,20,3
1434,2014-03-27,misc. beverages,2014,3,27,3
3560,2014-03-21,root vegetables,2014,3,21,4
2228,2014-10-25,yogurt,2014,10,25,5
4190,2014-06-28,specialty bar,2014,6,28,5
1391,2014-01-30,bottled beer,2014,1,30,3
1243,2014-08-01,soda,2014,8,1,4
2594,2014-09-15,yogurt,2014,9,15,0
1854,2014-11-03,bottled water,2014,11,3,0
2666,2014-05-23,bottled beer,2014,5,23,4
1811,2014-07-02,other vegetables,2014,7,2,2
2480,2014-01-02,citrus fruit,2014,1,2,3
2081,2014-02-14,hamburger meat,2014,2,14,4
2342,2014-11-26,other vegetables,2014,11,26,2
1990,2014-06-26,yogurt,2014,6,26,3
4514,2014-07-17,other vegetables,2014,7,17,3
3681,2014-05-19,whipped/sour cream,2014,5,19,0
3559,2014-12-18,spread cheese,2014,12,18,3
1579,2014-06-15,specialty bar,2014,6,15,6
3033,2014-09-18,tropical fruit,2014,9,18,3
4699,2014-02-08,sauces,2014,2,8,5
3081,2014-09-23,brown bread,2014,9,23,1
2336,2014-01-28,organic sausage,2014,1,28,1
2132,2014-08-08,chicken,2014,8,8,4
4039,2014-05-18,hamburger meat,2014,5,18,6
3415,2014-10-06,other vegetables,2014,10,6,0
3343,2014-02-21,butter milk,2014,2,21,4
4773,2014-06-09,jam,2014,6,9,0
4652,2014-05-20,baking powder,2014,5,20,1
3717,2014-08-25,tropical fruit,2014,8,25,0
2460,2014-02-17,bottled water,2014,2,17,0
2069,2014-10-06,root vegetables,2014,10,6,0
4978,2014-01-18,pork,2014,1,18,5
1778,2014-11-26,tropical fruit,2014,11,26,2
3283,2014-03-30,whole milk,2014,3,30,6
1816,2014-01-18,jam,2014,1,18,5
1655,2014-12-01,bottled water,2014,12,1,0
2534,2014-03-29,brown bread,2014,3,29,5
2511,2014-02-24,whole milk,2014,2,24,0
3184,2014-01-31,packaged fruit/vegetables,2014,1,31,4
4455,2014-08-26,root vegetables,2014,8,26,1
1768,2014-11-20,margarine,2014,11,20,3
3894,2014-10-02,specialty vegetables,2014,10,2,3
2225,2014-10-13,bottled water,2014,10,13,0
4623,2014-10-15,salty snack,2014,10,15,2
4482,2014-12-18,jam,2014,12,18,3
1004,2014-10-07,other vegetables,2014,10,7,1
3657,2014-04-09,meat,2014,4,9,2
1764,2014-05-24,UHT-milk,2014,5,24,5
3745,2014-10-19,cake bar,2014,10,19,6
4650,2014-08-17,rolls/buns,2014,8,17,6
1332,2014-07-16,root vegetables,2014,7,16,2
4542,2014-11-10,margarine,2014,11,10,0
1620,2014-04-19,whole milk,2014,4,19,5
1483,2014-10-19,yogurt,2014,10,19,6
4012,2014-10-11,canned beer,2014,10,11,5
4305,2014-12-18,newspapers,2014,12,18,3
1098,2014-02-25,citrus fruit,2014,2,25,1
2782,2014-11-21,sugar,2014,11,21,4
4471,2014-05-12,whole milk,2014,5,12,0
4113,2014-12-23,onions,2014,12,23,1
1365,2014-09-15,other vegetables,2014,9,15,0
2957,2014-05-24,frozen vegetables,2014,5,24,5
2990,2014-08-15,packaged fruit/vegetables,2014,8,15,4
2775,2014-07-21,beverages,2014,7,21,0
3626,2014-03-03,soda,2014,3,3,0
1282,2014-06-03,white bread,2014,6,3,1
2207,2014-08-02,dog food,2014,8,2,5
2798,2014-03-19,rolls/buns,2014,3,19,2
4479,2014-01-24,rolls/buns,2014,1,24,4
2545,2014-03-08,pastry,2014,3,8,5
3531,2014-10-07,herbs,2014,10,7,1
4683,2014-11-11,soda,2014,11,11,1
2475,2014-09-29,rolls/buns,2014,9,29,0
2595,2014-03-01,rolls/buns,2014,3,1,5
2447,2014-05-17,rolls/buns,2014,5,17,5
2857,2014-02-08,yogurt,2014,2,8,5
1386,2014-09-19,soda,2014,9,19,4
4827,2014-11-08,whole milk,2014,11,8,5
3180,2014-02-11,other vegetables,2014,2,11,1
3467,2014-07-04,citrus fruit,2014,7,4,4
2271,2014-09-24,soft cheese,2014,9,24,2
3465,2014-04-21,fruit/vegetable juice,2014,4,21,0
4668,2014-11-25,long life bakery product,2014,11,25,1
2337,2014-10-14,whipped/sour cream,2014,10,14,1
3909,2014-07-11,yogurt,2014,7,11,4
4695,2014-10-17,rolls/buns,2014,10,17,4
4277,2014-01-09,pip fruit,2014,1,9,3
1428,2014-05-28,other vegetables,2014,5,28,2
1014,2014-06-10,whole milk,2014,6,10,1
2209,2014-12-16,root vegetables,2014,12,16,1
1128,2014-04-26,liquor,2014,4,26,5
1677,2014-08-24,yogurt,2014,8,24,6
3852,2014-06-26,margarine,2014,6,26,3
2769,2014-10-31,beef,2014,10,31,4
4847,2014-05-23,rolls/buns,2014,5,23,4
3321,2014-02-05,butter,2014,2,5,2
1053,2014-04-30,soda,2014,4,30,2
3393,2014-02-25,whole milk,2014,2,25,1
3487,2014-07-09,rolls/buns,2014,7,9,2
2087,2014-08-21,seasonal products,2014,8,21,3
1848,2014-09-20,whole milk,2014,9,20,5
4854,2014-10-22,other vegetables,2014,10,22,2
1147,2014-11-16,specialty chocolate,2014,11,16,6
3258,2014-09-21,berries,2014,9,21,6
3059,2014-12-13,spread cheese,2014,12,13,5
2706,2014-10-30,sugar,2014,10,30,3
4201,2014-01-09,pip fruit,2014,1,9,3
4299,2014-08-22,berries,2014,8,22,4
4600,2014-11-22,margarine,2014,11,22,5
1179,2014-08-06,cereals,2014,8,6,2
4380,2014-09-04,packaged fruit/vegetables,2014,9,4,3
2162,2014-03-24,whipped/sour cream,2014,3,24,0
3952,2014-03-04,butter,2014,3,4,1
4797,2014-01-10,white wine,2014,1,10,4
4817,2014-10-14,margarine,2014,10,14,1
2948,2014-11-04,whole milk,2014,11,4,1
3559,2014-11-12,soda,2014,11,12,2
3920,2014-11-01,whole milk,2014,11,1,5
2332,2014-07-27,soda,2014,7,27,6
3251,2014-06-26,whole milk,2014,6,26,3
4178,2014-12-25,root vegetables,2014,12,25,3
1597,2014-02-13,frozen meals,2014,2,13,3
1472,2014-10-06,specialty bar,2014,10,6,0
1879,2014-01-06,whole milk,2014,1,6,0
3247,2014-09-24,fruit/vegetable juice,2014,9,24,2
1432,2014-02-18,cat food,2014,2,18,1
2381,2014-11-15,packaged fruit/vegetables,2014,11,15,5
2941,2014-04-15,whole milk,2014,4,15,1
3213,2014-07-05,whipped/sour cream,2014,7,5,5
4629,2014-09-24,whipped/sour cream,2014,9,24,2
4375,2014-01-08,chicken,2014,1,8,2
4832,2014-01-30,soda,2014,1,30,3
2765,2014-09-02,beverages,2014,9,2,1
3292,2014-08-08,whole milk,2014,8,8,4
4578,2014-04-26,root vegetables,2014,4,26,5
2979,2014-03-11,domestic eggs,2014,3,11,1
4738,2014-02-26,sausage,2014,2,26,2
1248,2014-07-24,dessert,2014,7,24,3
1786,2014-12-06,yogurt,2014,12,6,5
2076,2014-10-13,bottled beer,2014,10,13,0
2606,2014-11-01,whole milk,2014,11,1,5
1320,2014-07-10,root vegetables,2014,7,10,3
2017,2014-09-23,whole milk,2014,9,23,1
3201,2014-03-30,pasta,2014,3,30,6
3480,2014-08-29,flour,2014,8,29,4
4227,2014-08-08,whipped/sour cream,2014,8,8,4
1299,2014-11-20,canned beer,2014,11,20,3
1956,2014-01-13,nut snack,2014,1,13,0
1645,2014-01-26,hygiene articles,2014,1,26,6
3010,2014-02-14,root vegetables,2014,2,14,4
4741,2014-07-08,frozen vegetables,2014,7,8,1
4659,2014-12-26,sliced cheese,2014,12,26,4
1882,2014-08-23,other vegetables,2014,8,23,5
3164,2014-02-14,citrus fruit,2014,2,14,4
3112,2014-03-07,mustard,2014,3,7,4
3622,2014-03-12,margarine,2014,3,12,2
1929,2014-02-14,curd,2014,2,14,4
2231,2014-03-27,tropical fruit,2014,3,27,3
2164,2014-06-16,UHT-milk,2014,6,16,0
4613,2014-02-11,packaged fruit/vegetables,2014,2,11,1
3947,2014-08-02,photo/film,2014,8,2,5
2345,2014-11-11,frozen vegetables,2014,11,11,1
3511,2014-08-28,hamburger meat,2014,8,28,3
2645,2014-11-15,canned beer,2014,11,15,5
3338,2014-05-26,hamburger meat,2014,5,26,0
2440,2014-01-28,brown bread,2014,1,28,1
1101,2014-07-09,whole milk,2014,7,9,2
2886,2014-12-12,tropical fruit,2014,12,12,4
4293,2014-04-17,specialty chocolate,2014,4,17,3
1053,2014-05-23,whole milk,2014,5,23,4
3856,2014-12-05,other vegetables,2014,12,5,4
3812,2014-11-07,soda,2014,11,7,4
2301,2014-08-25,yogurt,2014,8,25,0
3396,2014-01-19,cream cheese ,2014,1,19,6
3604,2014-07-08,tropical fruit,2014,7,8,1
2089,2014-10-08,bottled beer,2014,10,8,2
3372,2014-02-25,pork,2014,2,25,1
3761,2014-12-09,snack products,2014,12,9,1
3872,2014-08-23,yogurt,2014,8,23,5
4868,2014-10-02,root vegetables,2014,10,2,3
2748,2014-02-04,misc. beverages,2014,2,4,1
3965,2014-03-20,rolls/buns,2014,3,20,3
1132,2014-11-22,bottled beer,2014,11,22,5
4298,2014-10-20,tropical fruit,2014,10,20,0
4947,2014-11-24,rolls/buns,2014,11,24,0
3466,2014-09-12,misc. beverages,2014,9,12,4
4601,2014-12-11,long life bakery product,2014,12,11,3
2307,2014-04-25,fruit/vegetable juice,2014,4,25,4
1182,2014-06-20,butter,2014,6,20,4
4473,2014-12-21,specialty bar,2014,12,21,6
4529,2014-10-26,beef,2014,10,26,6
2388,2014-09-05,tropical fruit,2014,9,5,4
4870,2014-06-30,onions,2014,6,30,0
1246,2014-02-05,yogurt,2014,2,5,2
4904,2014-06-12,packaged fruit/vegetables,2014,6,12,3
4085,2014-08-05,butter,2014,8,5,1
3024,2014-12-23,tropical fruit,2014,12,23,1
1259,2014-04-20,whole milk,2014,4,20,6
4110,2014-03-15,sausage,2014,3,15,5
4374,2014-09-19,hamburger meat,2014,9,19,4
4316,2014-02-01,tropical fruit,2014,2,1,5
2779,2014-03-16,ice cream,2014,3,16,6
3583,2014-09-13,citrus fruit,2014,9,13,5
3938,2014-07-29,pip fruit,2014,7,29,1
4319,2014-05-29,tropical fruit,2014,5,29,3
3721,2014-11-18,citrus fruit,2014,11,18,1
3060,2014-07-31,tropical fruit,2014,7,31,3
2365,2014-02-06,beef,2014,2,6,3
3094,2014-11-18,herbs,2014,11,18,1
4913,2014-06-01,onions,2014,6,1,6
2468,2014-11-08,yogurt,2014,11,8,5
2726,2014-11-30,canned beer,2014,11,30,6
3247,2014-09-27,whole milk,2014,9,27,5
4787,2014-12-18,rolls/buns,2014,12,18,3
4024,2014-11-22,yogurt,2014,11,22,5
1658,2014-03-01,citrus fruit,2014,3,1,5
1624,2014-08-18,other vegetables,2014,8,18,0
2316,2014-02-17,bottled beer,2014,2,17,0
2421,2014-02-13,pastry,2014,2,13,3
1947,2014-07-16,whole milk,2014,7,16,2
4815,2014-01-24,cat food,2014,1,24,4
4360,2014-12-14,citrus fruit,2014,12,14,6
3629,2014-02-05,grapes,2014,2,5,2
3863,2014-12-09,cake bar,2014,12,9,1
4517,2014-10-26,bottled water,2014,10,26,6
1145,2014-05-06,brown bread,2014,5,6,1
4391,2014-10-24,pork,2014,10,24,4
3205,2014-03-06,other vegetables,2014,3,6,3
1560,2014-05-16,white bread,2014,5,16,4
1602,2014-09-30,root vegetables,2014,9,30,1
3084,2014-01-22,citrus fruit,2014,1,22,2
2982,2014-05-01,coffee,2014,5,1,3
2730,2014-10-11,specialty bar,2014,10,11,5
3805,2014-02-01,semi-finished bread,2014,2,1,5
4711,2014-06-21,whole milk,2014,6,21,5
3344,2014-02-05,tropical fruit,2014,2,5,2
3583,2014-09-02,root vegetables,2014,9,2,1
4864,2014-12-27,meat,2014,12,27,5
4305,2014-11-17,soft cheese,2014,11,17,0
4316,2014-05-10,beef,2014,5,10,5
2222,2014-07-31,sugar,2014,7,31,3
4257,2014-04-06,other vegetables,2014,4,6,6
1923,2014-02-06,domestic eggs,2014,2,6,3
1139,2014-10-20,pork,2014,10,20,0
2862,2014-09-12,bottled water,2014,9,12,4
4279,2014-01-27,berries,2014,1,27,0
1383,2014-08-25,other vegetables,2014,8,25,0
2331,2014-10-13,hygiene articles,2014,10,13,0
3673,2014-09-05,bottled water,2014,9,5,4
4556,2014-12-10,yogurt,2014,12,10,2
3219,2014-01-21,shopping bags,2014,1,21,1
1338,2014-03-04,meat,2014,3,4,1
4261,2014-09-28,other vegetables,2014,9,28,6
4040,2014-06-27,yogurt,2014,6,27,4
3582,2014-05-27,rolls/buns,2014,5,27,1
1938,2014-08-21,tropical fruit,2014,8,21,3
2247,2014-11-19,salt,2014,11,19,2
4789,2014-11-02,beef,2014,11,2,6
4804,2014-11-26,butter milk,2014,11,26,2
3781,2014-06-07,tropical fruit,2014,6,7,5
3902,2014-06-19,root vegetables,2014,6,19,3
3056,2014-03-31,liver loaf,2014,3,31,0
2106,2014-06-09,other vegetables,2014,6,9,0
1839,2014-03-20,newspapers,2014,3,20,3
4933,2014-03-03,meat,2014,3,3,0
3338,2014-11-18,soda,2014,11,18,1
3442,2014-11-11,citrus fruit,2014,11,11,1
2175,2014-03-17,rolls/buns,2014,3,17,0
3808,2014-02-19,curd,2014,2,19,2
1951,2014-06-23,frozen fish,2014,6,23,0
3010,2014-01-21,rolls/buns,2014,1,21,1
1379,2014-04-06,whole milk,2014,4,6,6
3246,2014-12-28,napkins,2014,12,28,6
4649,2014-05-10,rolls/buns,2014,5,10,5
3560,2014-11-25,berries,2014,11,25,1
4532,2014-11-30,packaged fruit/vegetables,2014,11,30,6
1767,2014-08-11,whole milk,2014,8,11,0
2942,2014-10-31,butter,2014,10,31,4
1473,2014-01-05,hamburger meat,2014,1,5,6
1831,2014-12-13,other vegetables,2014,12,13,5
4137,2014-09-14,other vegetables,2014,9,14,6
3094,2014-12-15,domestic eggs,2014,12,15,0
1404,2014-01-26,whole milk,2014,1,26,6
2389,2014-01-27,hamburger meat,2014,1,27,0
2349,2014-03-06,soda,2014,3,6,3
4746,2014-12-02,hygiene articles,2014,12,2,1
3009,2014-12-27,brown bread,2014,12,27,5
4736,2014-10-02,other vegetables,2014,10,2,3
3133,2014-01-04,whipped/sour cream,2014,1,4,5
3150,2014-03-31,brown bread,2014,3,31,0
3707,2014-10-12,pork,2014,10,12,6
2442,2014-02-24,other vegetables,2014,2,24,0
2244,2014-09-11,citrus fruit,2014,9,11,3
2680,2014-11-23,rolls/buns,2014,11,23,6
3006,2014-06-20,other vegetables,2014,6,20,4
4792,2014-10-16,bottled water,2014,10,16,3
3716,2014-07-27,packaged fruit/vegetables,2014,7,27,6
4847,2014-01-02,soda,2014,1,2,3
1497,2014-05-26,packaged fruit/vegetables,2014,5,26,0
4235,2014-05-13,whole milk,2014,5,13,1
3686,2014-03-03,whole milk,2014,3,3,0
3866,2014-10-19,root vegetables,2014,10,19,6
1827,2014-11-27,other vegetables,2014,11,27,3
2133,2014-04-27,tropical fruit,2014,4,27,6
4039,2014-04-30,whole milk,2014,4,30,2
1612,2014-12-25,citrus fruit,2014,12,25,3
1967,2014-07-10,other vegetables,2014,7,10,3
4953,2014-10-23,frozen dessert,2014,10,23,3
3893,2014-05-16,soda,2014,5,16,4
3217,2014-12-08,soda,2014,12,8,0
2712,2014-09-06,other vegetables,2014,9,6,5
4525,2014-06-22,beef,2014,6,22,6
3665,2014-11-15,soda,2014,11,15,5
2708,2014-05-25,coffee,2014,5,25,6
3046,2014-02-28,onions,2014,2,28,4
3437,2014-09-19,butter milk,2014,9,19,4
1954,2014-06-13,processed cheese,2014,6,13,4
2781,2014-08-10,chicken,2014,8,10,6
1129,2014-04-18,flower (seeds),2014,4,18,4
3400,2014-02-15,rolls/buns,2014,2,15,5
2133,2014-08-11,tropical fruit,2014,8,11,0
4622,2014-11-09,sliced cheese,2014,11,9,6
2796,2014-09-21,rolls/buns,2014,9,21,6
4925,2014-04-10,rolls/buns,2014,4,10,3
4760,2014-12-16,other vegetables,2014,12,16,1
1272,2014-07-27,specialty bar,2014,7,27,6
3165,2014-07-05,pip fruit,2014,7,5,5
3839,2014-09-13,soft cheese,2014,9,13,5
1110,2014-05-30,margarine,2014,5,30,4
2744,2014-03-20,butter milk,2014,3,20,3
1685,2014-03-06,soda,2014,3,6,3
3435,2014-08-11,rolls/buns,2014,8,11,0
3316,2014-10-09,rolls/buns,2014,10,9,3
3284,2014-01-04,canned fish,2014,1,4,5
1896,2014-11-20,pip fruit,2014,11,20,3
4538,2014-06-22,soda,2014,6,22,6
3072,2014-06-18,instant coffee,2014,6,18,2
2102,2014-07-21,butter,2014,7,21,0
4685,2014-09-29,rolls/buns,2014,9,29,0
3617,2014-07-28,brown bread,2014,7,28,0
1013,2014-07-15,other vegetables,2014,7,15,1
4616,2014-07-29,whole milk,2014,7,29,1
2561,2014-04-19,whole milk,2014,4,19,5
2357,2014-05-25,bottled beer,2014,5,25,6
3423,2014-11-07,bottled water,2014,11,7,4
3259,2014-12-03,other vegetables,2014,12,3,2
4764,2014-05-29,soap,2014,5,29,3
1548,2014-04-05,other vegetables,2014,4,5,5
3209,2014-03-15,meat,2014,3,15,5
1562,2014-07-30,snack products,2014,7,30,2
3849,2014-12-15,root vegetables,2014,12,15,0
4168,2014-03-12,turkey,2014,3,12,2
3979,2014-02-26,canned fish,2014,2,26,2
1665,2014-08-20,curd cheese,2014,8,20,2
1517,2014-03-09,root vegetables,2014,3,9,6
4894,2014-05-07,whole milk,2014,5,7,2
3058,2014-12-03,newspapers,2014,12,3,2
4036,2014-06-20,canned beer,2014,6,20,4
3240,2014-10-31,canned beer,2014,10,31,4
3784,2014-04-03,soda,2014,4,3,3
4290,2014-06-30,dessert,2014,6,30,0
3264,2014-02-27,brown bread,2014,2,27,3
1092,2014-10-12,yogurt,2014,10,12,6
1035,2014-06-25,whole milk,2014,6,25,2
1985,2014-06-06,butter milk,2014,6,6,4
2569,2014-10-14,specialty bar,2014,10,14,1
3237,2014-10-14,specialty bar,2014,10,14,1
1966,2014-08-18,canned beer,2014,8,18,0
4935,2014-03-19,soda,2014,3,19,2
1569,2014-01-19,rolls/buns,2014,1,19,6
1964,2014-01-12,soda,2014,1,12,6
4743,2014-05-31,soda,2014,5,31,5
1353,2014-06-25,other vegetables,2014,6,25,2
3808,2014-11-18,other vegetables,2014,11,18,1
2944,2014-12-19,frozen vegetables,2014,12,19,4
1327,2014-09-26,roll products ,2014,9,26,4
3201,2014-12-28,whole milk,2014,12,28,6
3263,2014-04-17,pasta,2014,4,17,3
4799,2014-06-28,other vegetables,2014,6,28,5
3674,2014-04-26,shopping bags,2014,4,26,5
2453,2014-05-02,newspapers,2014,5,2,4
2274,2014-08-14,shopping bags,2014,8,14,3
4705,2014-10-20,tropical fruit,2014,10,20,0
1580,2014-11-09,salty snack,2014,11,9,6
3509,2014-02-09,beef,2014,2,9,6
4999,2014-09-04,semi-finished bread,2014,9,4,3
2803,2014-10-08,rolls/buns,2014,10,8,2
2448,2014-07-15,soda,2014,7,15,1
4823,2014-09-16,kitchen towels,2014,9,16,1
3084,2014-10-27,rolls/buns,2014,10,27,0
2928,2014-12-12,chocolate,2014,12,12,4
2990,2014-05-31,cream cheese ,2014,5,31,5
2440,2014-08-07,whole milk,2014,8,7,3
1896,2014-02-13,soda,2014,2,13,3
1204,2014-04-13,soda,2014,4,13,6
4119,2014-10-24,cream cheese ,2014,10,24,4
1978,2014-02-22,yogurt,2014,2,22,5
1572,2014-03-07,rolls/buns,2014,3,7,4
4562,2014-06-11,newspapers,2014,6,11,2
1032,2014-01-26,whipped/sour cream,2014,1,26,6
4124,2014-08-31,sausage,2014,8,31,6
1566,2014-05-11,berries,2014,5,11,6
1751,2014-02-15,whole milk,2014,2,15,5
4104,2014-04-09,other vegetables,2014,4,9,2
2026,2014-11-14,misc. beverages,2014,11,14,4
2538,2014-01-03,berries,2014,1,3,4
2620,2014-09-05,dessert,2014,9,5,4
2489,2014-10-06,coffee,2014,10,6,0
4650,2014-07-10,whole milk,2014,7,10,3
3525,2014-09-07,tropical fruit,2014,9,7,6
3614,2014-09-20,napkins,2014,9,20,5
2301,2014-08-11,whole milk,2014,8,11,0
2294,2014-01-14,whole milk,2014,1,14,1
1152,2014-12-26,curd cheese,2014,12,26,4
4887,2014-12-11,herbs,2014,12,11,3
1995,2014-10-29,pet care,2014,10,29,2
1725,2014-09-21,dessert,2014,9,21,6
1258,2014-04-05,yogurt,2014,4,5,5
4376,2014-02-05,butter,2014,2,5,2
2993,2014-11-17,beef,2014,11,17,0
2534,2014-09-02,beef,2014,9,2,1
3757,2014-10-23,bottled water,2014,10,23,3
3689,2014-09-02,long life bakery product,2014,9,2,1
4130,2014-04-03,soda,2014,4,3,3
1018,2014-05-27,berries,2014,5,27,1
3027,2014-04-29,other vegetables,2014,4,29,1
3959,2014-05-21,rolls/buns,2014,5,21,2
4453,2014-01-12,rolls/buns,2014,1,12,6
3427,2014-11-05,beverages,2014,11,5,2
4733,2014-08-21,beef,2014,8,21,3
3599,2014-12-23,white bread,2014,12,23,1
1190,2014-11-25,other vegetables,2014,11,25,1
2298,2014-12-17,citrus fruit,2014,12,17,2
2177,2014-02-10,female sanitary products,2014,2,10,0
1779,2014-07-06,long life bakery product,2014,7,6,6
3721,2014-02-08,specialty chocolate,2014,2,8,5
2256,2014-11-24,pastry,2014,11,24,0
4671,2014-07-16,other vegetables,2014,7,16,2
4299,2014-02-26,citrus fruit,2014,2,26,2
4679,2014-08-03,pip fruit,2014,8,3,6
2872,2014-04-08,whole milk,2014,4,8,1
3517,2014-11-27,specialty bar,2014,11,27,3
3194,2014-10-26,cake bar,2014,10,26,6
2860,2014-08-07,other vegetables,2014,8,7,3
1296,2014-12-14,rice,2014,12,14,6
3041,2014-04-07,chocolate marshmallow,2014,4,7,0
2690,2014-02-01,rolls/buns,2014,2,1,5
4531,2014-12-17,chocolate marshmallow,2014,12,17,2
1407,2014-07-15,frozen vegetables,2014,7,15,1
2271,2014-07-16,chicken,2014,7,16,2
4213,2014-06-11,coffee,2014,6,11,2
2743,2014-09-08,beef,2014,9,8,0
4879,2014-01-05,dessert,2014,1,5,6
